"효능군","그룹구분","일반명코드","성분코드","성분명","제품코드","제품명","업체명","급여구분","공고번호","공고일자"
"해열진통소염제","Group 1","114A0013","ethenzamide","A20300ATB","649700590","크라렉신정_(1정)","지엘파마(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0004","diphenhydramine","A23900COM","645206461","이보드람연고_(20g)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","622803390","마더스코연질캡슐_(1캡슐)","(주)마더스제약","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","622803390","마더스코연질캡슐_(1캡슐)","(주)마더스제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","622803390","마더스코연질캡슐_(1캡슐)","(주)마더스제약","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","642004120","솔루샷노즈연질캡슐_(1캡슐)","현대약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","642004120","솔루샷노즈연질캡슐_(1캡슐)","현대약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","642004120","솔루샷노즈연질캡슐_(1캡슐)","현대약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","642104460","래피콜노즈연질캡슐_(1캡슐)","(주)유한양행","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","642104460","래피콜노즈연질캡슐_(1캡슐)","(주)유한양행","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","642104460","래피콜노즈연질캡슐_(1캡슐)","(주)유한양행","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","642203750","코리투살에스노즈연질캡슐_(1캡슐)","부광약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","642203750","코리투살에스노즈연질캡슐_(1캡슐)","부광약품(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","642203750","코리투살에스노즈연질캡슐_(1캡슐)","부광약품(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","642802560","하벤콜큐연질캡슐_(1캡슐)","고려제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","642802560","하벤콜큐연질캡슐_(1캡슐)","고려제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","642802560","하벤콜큐연질캡슐_(1캡슐)","고려제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","643306280","모드코에스연질캡슐_(1캡슐)","(주)종근당","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","643306280","모드코에스연질캡슐_(1캡슐)","(주)종근당","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","643306280","모드코에스연질캡슐_(1캡슐)","(주)종근당","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","645209340","쏙코에스연질캡슐_(1캡슐)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","645209340","쏙코에스연질캡슐_(1캡슐)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","645209340","쏙코에스연질캡슐_(1캡슐)","에이프로젠제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","648103960","그날엔노즈플러스연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","648103960","그날엔노즈플러스연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","648103960","그날엔노즈플러스연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","648104960","그날엔노즈에이연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","648104960","그날엔노즈에이연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","648104960","그날엔노즈에이연질캡슐_(1캡슐)","경동제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","661604250","모아노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","661604250","모아노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","661604250","모아노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A25000ACS","669805040","신코에프연질캡슐_(1캡슐)","구주제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","669805040","신코에프연질캡슐_(1캡슐)","구주제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A25000ACS","669805040","신코에프연질캡슐_(1캡슐)","구주제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A25000ACS","680500600","브레노즈연질캡슐_(1캡슐)","동방에프티엘(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A28100ATB","641706400","프리노즈에스정_(1정)","일양약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A28100ATB","645210830","오메코에프정_(1정)","(주)에이프로젠바이오로직스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A28100ATB","645210830","오메코에프정_(1정)","(주)에이프로젠바이오로직스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A28100ATB","645210830","오메코에프정_(1정)","(주)에이프로젠바이오로직스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","A31100ATB","653802010","알레스탑-에스정_(1정)","신일제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A31500ASY","051600251","테라플루나이트타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0009","pheniramine","A31500ASY","051600251","테라플루나이트타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A35000ATB","641700780","속코정_(1정)","일양약품(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","A35000ATB","641700780","속코정_(1정)","일양약품(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A43500ALQ","641800881","광동탕골드액_(100mL)","광동제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","A46800ATB","626500180","암씨롱큐정_(1정)","동아제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0013","ethenzamide","A46800ATB","626500180","암씨롱큐정_(1정)","동아제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","B02100ATB","623006880","노펜에스정_(1정)","한국신텍스제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","B02100ATB","642102430","타나센정_(1정)","(주)유한양행","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","B02100ATB","654200390","아낙센정_(1정)","알파제약(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","B02100ATB","657503560","아노펜정_(1정)","미래바이오제약㈜","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0021","indometacin","C49100CPO","643801600","캐네펜카타플라스마_(10X14㎠/1매)","신신제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","C59600ACS","055101990","킥노즈에프연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C59600ACS","055101990","킥노즈에프연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","C59600ACS","055101990","킥노즈에프연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","C59600ACS","674402470","큐어코연질캡슐_(1정)","아이큐어(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C59600ACS","674402470","큐어코연질캡슐_(1정)","아이큐어(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","C59600ACS","674402470","큐어코연질캡슐_(1정)","아이큐어(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","C59600ACS","698502700","퀵코연질캡슐_(1캡슐)","(주)테라젠이텍스","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","C59600ACS","698502700","퀵코연질캡슐_(1캡슐)","(주)테라젠이텍스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C59600ACS","698502700","퀵코연질캡슐_(1캡슐)","(주)테라젠이텍스","비급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0021","indometacin","C82400CPO","643801740","캐네펜카타플라스마_(10X7㎠/1매)","신신제약(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","C89700ACS","055101960","킥노즈연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","C89700ACS","055101960","킥노즈연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C89700ACS","055101960","킥노즈연질캡슐_(1캡슐)","코스맥스파마(주)","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C89700ACS","661603370","타이노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"호흡기관용약","Group 2","222B0002","pseudoephedrine","C89700ACS","661603370","타이노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0001","chlorpheniramine","C89700ACS","661603370","타이노즈연질캡슐_(1캡슐)","(주)알피바이오","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C89800ASY","051600291","테라플루콜드앤코프나이트타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0004","diphenhydramine","C89800ASY","051600291","테라플루콜드앤코프나이트타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C89800ASY","643306373","모드콜플루나이트건조시럽_(0.65g)","(주)종근당","비급여","20170079","2017-02-16"
"호흡기관용약","Group 1","222A0004","diphenhydramine","C89800ASY","643306373","모드콜플루나이트건조시럽_(0.65g)","(주)종근당","비급여","20170079","2017-02-16"
"해열진통소염제","Group 2","114B0001","acetaminophen","C89900ASY","051600281","테라플루콜드앤코프데이타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
"호흡기관용약","Group 8","222H0005","dextromethorphan","C89900ASY","051600281","테라플루콜드앤코프데이타임건조시럽_(1포)","(주)글락소스미스클라인컨슈머헬스케어코리아","비급여","20170079","2017-02-16"
